name,freq
Josias,32
Jourdain,16
Jozef,16
Juan,42
Jud,15
Judah,19
Judas,28
Judd,40
Jude,28
Judon,24
Jule,14
Jules,27
Julian,22
Julie,18
Julio,19
Julius,24
Justen,20
Justin,28
Justinian,35
Justino,20
Justis,28
Justus,41
Kahaleel,18
Kahlil,17
Kain,25
Kaine,23
Kaiser,23
Kale,21
Kaleb,25
Kalil,28
Kalle,32
Kalvin,33
Kane,20
Kareem,20
Karel,30
Karim,19
Karl,28
Karlan,19
Karlens,13
Karlik,27
Karlis,29
Karney,18
Karoly,10
Kaspar,11
Kasper,18
Kayne,27
Kean,23
Keane,21
Kearney,24
Keary,18
Keefe,32
Keefer,21
Keelby,15
Keen,18
Keenan,13
Keene,28
Keir,19
Keith,20
Kelbee,20
Kelby,19
Kele,20
Kellby,13
Kellen,6
Kelley,9
Kelly,17
Kelsey,15
Kelvin,7
Kelwin,27
Ken,17
Kendal,22
Kendall,25
Kendell,15
Kendrick,21
Kendricks,30
Kenn,21
Kennan,23
Kennedy,19
Kenneth,26
Kennett,27
Kennie,29
Kennith,18
Kenny,18
Kenon,18
Kent,21
Kenton,15
Kenyon,37
Ker,18
Kerby,28
Kerk,19
Kermie,15
Kermit,20
Kermy,17
Kerr,22
Kerry,14
Kerwin,23
Kerwinn,25
Kev,25
Kevan,16
Keven,25
Kevin,25
Kevon,33
Khalil,16
Kiel,25
Kienan,19
Kile,33
Kiley,18
Kilian,16
Killian,22
Killie,22
Killy,42
Kim,23
Kimball,26
Kimbell,20
Kimble,29
Kin,30
Kincaid,21
King,21
Kingsley,14
Kingsly,19
Kingston,18
Kinnie,31
Kinny,25
Kinsley,30
Kip,18
Kipp,19
Kippar,21
Kipper,16
Kippie,19
Kippy,21
Kirby,19
Kirk,21
Kit,25
Klaus,17
Klemens,31
Klement,23
Kleon,12
Kliment,17
Knox,15
Koenraad,20
Konrad,18
Konstantin,25
Konstantine,27
Korey,18
Kort,19
Kory,14
Kris,23
Krisha,25
Krishna,25
Krishnah,12
Krispin,42
Kristian,24
Kristo,9
Kristofer,29
Kristoffer,15
Kristofor,19
Kristoforo,22
Kristopher,17
Kristos,27
Kurt,29
Kurtis,14
Ky,33
Kyle,26
Kylie,25
Laird,20
Lalo,34
Lamar,31
Lambert,19
Lammond,20
Lamond,20
Lamont,26
Lance,20
Lancelot,12
Land,27
Lane,13
Laney,24
Langsdon,25
Langston,18
Lanie,21
Lannie,24
Lanny,22
Larry,19
Lars,19
Laughton,14
Launce,15
Lauren,21
Laurence,13
Laurens,27
Laurent,18
Laurie,22
Lauritz,33
Law,13
Lawrence,11
Lawry,23
Lawton,24
Lay,19
Layton,29
Lazar,33
Lazare,30
Lazaro,11
Lazarus,18
Lee,28
Leeland,15
Lefty,13
Leicester,24
Leif,17
Leigh,27
Leighton,19
Lek,31
Leland,35
Lem,9
Lemar,14
Lemmie,33
Lemmy,2
Lemuel,12
Lenard,25
Lenci,37
Lennard,9
Lennie,33
Leo,19
Leon,21
Leonard,19
Leonardo,24
Leonerd,34
Leonhard,13
Leonid,20
Leonidas,34
Leopold,23
Leroi,30
Leroy,7
Les,18
Lesley,15
Leslie,24
Lester,20
Leupold,26
Lev,22
Levey,14
Levi,12
Levin,25
Levon,17
Levy,21
Lew,23
Lewes,18
Lewie,21
Lewiss,13
Lezley,24
Liam,32
Lief,20
Lin,27
Linc,8
Lincoln,8
Lind,16
Lindon,16
Lindsay,17
Lindsey,22
Lindy,22
Link,25
Linn,30
Linoel,26
Linus,9
Lion,21
Lionel,12
Lionello,21
Lisle,26
Llewellyn,25
Lloyd,21
Llywellyn,23
Lock,20
Locke,40
Lockwood,24
Lodovico,25
Logan,29
Lombard,25
Lon,23
Lonnard,23
Lonnie,29
Lonny,20
Lorant,34
Loren,19
Lorens,16
Lorenzo,25
Lorin,16
Lorne,31
Lorrie,23
Lorry,25
Lothaire,19
Lothario,30
Lou,13
Louie,31
Louis,22
Lovell,24
Lowe,14
Lowell,12
Lowrance,15
Loy,19
Loydie,20
Luca,16
Lucais,19
Lucas,16
Luce,30
Lucho,19
Lucian,22
Luciano,14
Lucias,26
Lucien,11
Lucio,18
Lucius,28
Ludovico,24
Ludvig,21
Ludwig,19
Luigi,31
Luis,18
Lukas,24
Luke,25
Lutero,23
Luther,21
Ly,21
Lydon,26
Lyell,16
Lyle,24
Lyman,20
Lyn,12
Lynn,17
Lyon,36
Mac,21
Mace,19
Mack,33
Mackenzie,23
Maddie,19
Maddy,37
Madison,27
Magnum,14
Mahmoud,19
Mahmud,21
Maison,14
Maje,23
Major,24
Mal,13
Malachi,18
Malchy,20
Malcolm,24
Mallory,16
Malvin,29
Man,19
Mandel,26
Manfred,21
Mannie,19
Manny,25
Mano,27
Manolo,25
Manuel,14
Mar,13
Marc,24
Marcel,19
Marcello,22
Marcellus,29
Marcelo,11
Marchall,26
Marco,40
Marcos,20
Marcus,33
Marietta,19
Marijn,26
Mario,9
Marion,20
Marius,20
Mark,21
Markos,29
Markus,19
Marlin,26
Marlo,22
Marlon,19
Marlow,26
Marlowe,25
Marmaduke,13
Marsh,32
Marshal,18
Marshall,25
Mart,25
Martainn,15
Marten,18
Martie,16
Martin,22
Martino,9
Marty,25
Martyn,27
Marv,38
Marve,27
Marven,15
Marvin,18
Marwin,39
Mason,24
Massimiliano,19
Massimo,18
Mata,33
Mateo,30
Mathe,28
Mathew,25
Mathian,32
Mathias,19
Matias,20
Matt,18
Matteo,16
Matthaeus,34
Mattheus,11
Matthew,27
Matthias,24
Matthieu,22
Matthiew,36
Matthus,20
Mattias,18
Mattie,19
Matty,17
Maurice,14
Mauricio,29
Maurie,17
Maurise,36
Maurits,24
Maurizio,27
Maury,28
Max,35
Maxie,25
Maxim,14
Maximilian,23
Maximilianus,29
Maximilien,20
Maximo,15
Maxwell,18
Maxy,20
Mayer,32
Maynard,13
Mayne,20
Maynord,30
Mayor,17
Mead,20
Meade,20
Meier,19
Meir,19
Mel,19
Melvin,17
Melvyn,13
Menard,24
Mendel,17
Mendie,27
Mendy,31
Meredeth,23
Meredith,27
Merell,26
Merill,14
Merle,20
Merrel,19
Merrick,14
Merrill,17
Merry,16
Merv,20
Mervin,15
Merwin,18
Merwyn,23
Meryl,18
Meyer,21
Mic,28
Micah,20
Michael,8
Michail,21
Michal,26
Michale,35
Micheal,17
Micheil,26
Michel,15
Michele,20
Mick,27
Mickey,17
Mickie,22
Micky,22
Miguel,29
Mikael,20
Mike,22
Mikel,29
Mikey,22
Mikkel,28
Mikol,25
Mile,22
Miles,24
Mill,22
Millard,22
Miller,30
Milo,23
Milt,30
Miltie,32
Milton,8
Milty,28
Miner,19
Minor,14
Mischa,22
Mitch,23
Mitchael,35
Mitchel,15
Mitchell,16
Moe,10
Mohammed,31
Mohandas,19
Mohandis,22
Moise,22
Moises,30
Moishe,20
Monro,16
Monroe,49
Montague,19
Monte,34
Montgomery,19
Monti,31
Monty,9
Moore,24
Mord,19
Mordecai,16
Mordy,27
Morey,20
Morgan,27
Morgen,27
Morgun,26
Morie,14
Moritz,24
Morlee,35
Morley,18
Morly,23
Morrie,31
Morris,29
Morry,16
Morse,14
Mort,12
Morten,34
Mortie,13
Mortimer,22
Morton,26
Morty,21
Mose,21
Moses,17
Moshe,24
Moss,22
Mozes,19
Muffin,12
Muhammad,25
Munmro,24
Munroe,17
Murdoch,28
Murdock,13
Murray,22
Murry,23
Murvyn,15
My,36
Myca,14
Mycah,30
Mychal,21
Myer,10
Myles,17
Mylo,24
Myron,17
Myrvyn,27
Myrwyn,31
Nahum,15
Nap,23
Napoleon,29
Nappie,30
Nappy,13
Nat,28
Natal,26
Natale,21
Nataniel,21
Nate,16
Nathan,23
Nathanael,19
Nathanial,30
Nathaniel,16
Nathanil,35
Natty,24
Neal,18
Neale,23
Neall,25
Nealon,27
Nealson,27
Nealy,18
Ned,17
Neddie,20
Neddy,23
Neel,14
Nefen,19
Nehemiah,30
Neil,21
Neill,15
Neils,26
Nels,8
Nelson,26
Nero,22
Neron,21
Nester,29
Nestor,26
Nev,21
Nevil,17
Nevile,21
Neville,19
Nevin,13
Nevins,18
Newton,19
Nial,17
Niall,19
Niccolo,15
Nicholas,37
Nichole,17
Nichols,12
Nick,22
Nickey,20
Nickie,19
Nicko,28
Nickola,16
Nickolai,17
Nickolas,35
Nickolaus,25
Nicky,17
Nico,21
Nicol,19
Nicola,19
Nicolai,26
Nicolais,16
Nicolas,15
Nicolis,23
Niel,15
Niels,12
Nigel,26
Niki,32
Nikita,25
Nikki,10
Niko,24
Nikola,26
Nikolai,37
Nikolaos,17
Nikolas,20
Nikolaus,15
Nikolos,18
Nikos,17
Nil,23
Niles,24
Nils,22
Nilson,19
Niven,19
Noach,27
Noah,15
Noak,25
Noam,20
Nobe,19
Nobie,25
Noble,25
Noby,12
Noe,19
Noel,18
Nolan,23
Noland,17
Noll,26
Nollie,19
Nolly,33
Norbert,14
Norbie,18
Norby,26
Norman,29
Normand,22
Normie,28
Normy,14
Norrie,25
Norris,36
Norry,12
North,16
Northrop,24
Northrup,32
Norton,29
Nowell,18
Nye,33
Oates,22
Obadiah,27
Obadias,38
Obed,26
Obediah,25
Oberon,11
Obidiah,29
Obie,24
Oby,13
Octavius,19
Ode,29
Odell,27
Odey,30
Odie,22
Odo,8
Ody,7
Ogdan,10
Ogden,36
Ogdon,22
Olag,5
Olav,13
Ole,32
Olenolin,33
Olin,17
Oliver,22
Olivero,16
Olivier,15
Oliviero,9
Ollie,19
Olly,21
Olvan,15
Omar,26
Omero,39
Onfre,16
Onfroi,21
Onofredo,15
Oran,22
Orazio,25
Orbadiah,16
Oren,25
Orin,36
Orion,27
Orlan,21
Orland,14
Orlando,33
Orran,15
Orren,29
Orrin,30
Orson,18
Orton,20
Orv,30
Orville,33
Osbert,18
Osborn,11
Osborne,32
Osbourn,27
Osbourne,33
Osgood,23
Osmond,23
Osmund,18
Ossie,35
Oswald,35
Oswell,11
Otes,22
Othello,24
Otho,19
Otis,20
Otto,35
Owen,35
Ozzie,21
Ozzy,18
Pablo,29
Pace,21
Packston,36
Paco,15
Pacorro,28
Paddie,26
Paddy,22
Padget,17
Padgett,25
Padraic,17
Padraig,15
Padriac,24
Page,10
Paige,30
Pail,23
Pall,29
Palm,16
Palmer,10
Panchito,19
Pancho,19
Paolo,28
Papageno,25
Paquito,18
Park,21
Parke,16
Parker,28
Parnell,22
Parrnell,16
Parry,27
Parsifal,18
Pascal,23
Pascale,26
Pasquale,13
Pat,17
Pate,29
Paten,35
Patin,25
Paton,13
Patric,26
Patrice,19
Patricio,24
Patrick,32
Patrizio,29
Patrizius,30
Patsy,29
Patten,14
Pattie,27
Pattin,16
Patton,11
Patty,16
Paul,22
Paulie,21
Paulo,20
Pauly,33
Pavel,19
Pavlov,19
Paxon,23
Paxton,18
Payton,27
Peadar,19
Pearce,29
Pebrook,21
Peder,20
Pedro,27
Peirce,24
Pembroke,21
Pen,24
Penn,19
Pennie,23
Penny,23
Penrod,13
Pepe,30
Pepillo,19
Pepito,18
Perceval,15
Percival,22
Percy,18
Perice,14
Perkin,24
Pernell,17
Perren,23
Perry,15
Pete,24
Peter,17
Peterus,27
Petey,16
Petr,22
Peyter,21
Peyton,11
Phil,14
Philbert,24
Philip,13
Phillip,15
Phillipe,19
Phillipp,18
Phineas,19
Phip,11
Pierce,25
Pierre,19
Pierson,27
Pieter,20
Pietrek,15
Pietro,33
Piggy,27
Pincas,29
Pinchas,23
Pincus,24
Piotr,9
Pip,11
Pippo,21
Pooh,21
Port,22
Porter,12
Portie,24
Porty,29
Poul,19
Powell,26
Pren,24
Prent,18
Prentice,18
Prentiss,23
Prescott,33
Preston,24
Price,24
Prince,32
Prinz,20
Pryce,14
Puff,27
Purcell,25
Putnam,20
Putnem,23
Pyotr,43
Quent,18
Quentin,14
Quill,33
Quillan,24
Quincey,19
Quincy,18
Quinlan,23
Quinn,13
Quint,31
Quintin,13
Quinton,23
Quintus,18
Rab,22
Rabbi,13
Rabi,24
Rad,12
Radcliffe,24
Raddie,22
Raddy,16
Rafael,24
Rafaellle,31
Rafaello,28
Rafe,18
Raff,23
Raffaello,27
Raffarty,24
Rafferty,25
Rafi,17
Ragnar,23
Raimondo,30
Raimund,22
Raimundo,18
Rainer,17
Raleigh,26
Ralf,16
Ralph,22
Ram,22
Ramon,18
Ramsay,9
Ramsey,27
Rance,23
Rancell,25
Rand,26
Randal,14
Randall,29
Randell,19
Randi,11
Randie,22
Randolf,22
Randolph,16
Randy,17
Ransell,23
Ransom,23
Raoul,23
Raphael,27
Raul,18
Ravi,22
Ravid,40
Raviv,18
Rawley,21
Ray,22
Raymond,19
Raymund,30
Raynard,30
Rayner,25
Raynor,22
Read,31
Reade,24
Reagan,26
Reagen,13
Reamonn,24
Red,24
Redd,23
Redford,22
Reece,31
Reed,31
Rees,20
Reese,13
Reg,25
Regan,29
Regen,27
Reggie,23
Reggis,16
Reggy,20
Reginald,24
Reginauld,17
Reid,25
Reidar,23
Reider,23
Reilly,24
Reinald,21
Reinaldo,13
Reinaldos,25
Reinhard,29
Reinhold,24
Reinold,19
Reinwald,19
Rem,18
Remington,19
Remus,12
Renado,26
Renaldo,29
Renard,36
Renato,21
Renaud,18
Renault,21
Rene,19
Reube,28
Reuben,33
Reuven,30
Rex,24
Rey,25
Reynard,23
Reynold,30
Reynolds,23
Rhett,26
Rhys,11
Ric,15
Ricard,21
Ricardo,26
Riccardo,18
Rice,30
Rich,29
Richard,20
Richardo,9
Richart,21
Richie,19
Richmond,22
Richmound,5
Richy,36
Rick,13
Rickard,20
Rickert,27
Rickey,19
Ricki,13
Rickie,23
Ricky,19
Ricoriki,22
Rik,20
Rikki,7
Riley,35
Rinaldo,16
Ring,22
Ringo,24
Riobard,45
Riordan,35
Rip,14
Ripley,20
Ritchie,15
Roarke,6
Rob,17
Robb,28
Robbert,27
Robbie,20
Robby,14
Robers,37
Robert,29
Roberto,18
Robin,32
Robinet,26
Robinson,26
Rochester,17
Rock,19
Rockey,6
Rockie,16
Rockwell,35
Rocky,29
Rod,19
Rodd,16
Roddie,23
Roddy,21
Roderic,22
Roderich,27
Roderick,21
Roderigo,3
Rodge,23
Rodger,36
Rodney,33
Rodolfo,27
Rodolph,19
Rodolphe,24
Rodrick,16
Rodrigo,25
Rodrique,22
Rog,23
Roger,34
Rogerio,24
Rogers,24
Roi,24
Roland,22
Rolando,18
Roldan,33
Roley,24
Rolf,19
Rolfe,22
Rolland,15
Rollie,35
Rollin,13
Rollins,19
Rollo,32
Rolph,26
Roma,18
Romain,16
Roman,18
Romeo,26
Ron,26
Ronald,26
Ronnie,21
Ronny,11
Rooney,26
Roosevelt,15
Rorke,16
Rory,15
Rosco,30
Roscoe,25
Ross,20
Rossie,33
Rossy,18
Roth,13
Rourke,12
Rouvin,20
Rowan,20
Rowen,24
Rowland,25
Rowney,39
Roy,21
Royal,18
Royall,33
Royce,20
Rriocard,21
Rube,27
Ruben,24
Rubin,11
Ruby,22
Rudd,22
Ruddie,21
Ruddy,18
Rudie,29
Rudiger,14
Rudolf,31
Rudolfo,27
Rudolph,34
Rudy,22
Rudyard,16
Rufe,26
Rufus,39
Ruggiero,22
Rupert,14
Ruperto,20
Ruprecht,28
Rurik,17
Russ,30
Russell,33
Rustie,20
Rustin,23
Rusty,12
Rutger,17
Rutherford,34
Rutledge,28
Rutter,25
Ruttger,23
Ruy,27
Ryan,29
Ryley,18
Ryon,21
Ryun,20
Sal,34
Saleem,23
Salem,28
Salim,11
Salmon,12
Salomo,16
Salomon,23
Salomone,4
Salvador,22
Salvatore,29
Salvidor,21
Sam,18
Sammie,25
Sammy,13
Sampson,19
Samson,15
Samuel,26
Samuele,10
Sancho,20
Sander,20
Sanders,12
Sanderson,28
Sandor,34
Sandro,18
Sandy,19
Sanford,5
Sanson,8
Sansone,25
Sarge,24
Sargent,12
Sascha,16
Sasha,14
Saul,23
Sauncho,8
Saunder,11
Saunders,31
Saunderson,33
Saundra,17
Sauveur,21
Saw,28
Sawyer,23
Sawyere,19
Sax,19
Saxe,18
Saxon,22
Say,20
Sayer,23
Sayers,21
Sayre,26
Sayres,22
Scarface,11
Schuyler,9
Scot,16
Scott,32
Scotti,15
Scottie,18
Scotty,21
Seamus,18
Sean,19
Sebastian,27
Sebastiano,26
Sebastien,12
See,17
Selby,26
Selig,27
Serge,20
Sergeant,32
Sergei,26
Sergent,18
Sergio,23
Seth,18
Seumas,22
Seward,16
Seymour,14
Shadow,11
Shae,29
Shaine,10
Shalom,26
Shamus,21
Shanan,27
Shane,26
Shannan,15
Shannon,26
Shaughn,17
Shaun,11
Shaw,22
Shawn,23
Shay,38
Shayne,30
Shea,10
Sheff,16
Sheffie,25
Sheffield,16
Sheffy,16
Shelby,28
Shelden,17
Shell,27
Shelley,24
Shellysheldon,30
Shelton,20
Shem,33
Shep,23
Shepard,16
Shepherd,14
Sheppard,22
Shepperd,25
Sheridan,21
Sherlock,17
Sherlocke,21
Sherm,17
Sherman,12
Shermie,21
Shermy,35
Sherwin,29
Sherwood,29
Sherwynd,20
Sholom,17
Shurlock,22
Shurlocke,23
Shurwood,17
Si,23
Sibyl,19
Sid,22
Sidnee,16
Sidney,26
Siegfried,37
Siffre,19
Sig,34
Sigfrid,24
Sigfried,15
Sigismond,12
Sigismondo,12
Sigismund,13
Sigismundo,31
Sigmund,19
Sigvard,25
Silas,14
Silvain,28
Silvan,30
Silvano,20
Silvanus,30
Silvester,20
Silvio,23
Sim,16
Simeon,24
Simmonds,32
Simon,24
Simone,24
Sinclair,24
Sinclare,18
Siward,16
Skell,25
Skelly,31
Skip,23
Skipp,26
Skipper,37
Skippie,22
Skippy,33
Skipton,19
Sky,39
Skye,16
Skylar,27
Skyler,13
Slade,26
Sloan,19
Sloane,18
Sly,18
Smith,16
Smitty,28
Sol,18
Sollie,14
Solly,5
Solomon,19
Somerset,18
Son,12
Sonnie,22
Sonny,16
Spence,18
Spencer,27
Spense,33
Spenser,22
Spike,14
Stacee,30
Stacy,14
Staffard,19
Stafford,16
Staford,14
Stan,12
Standford,26
Stanfield,22
Stanford,28
Stanislas,26
Stanislaus,25
Stanislaw,25
Stanleigh,7
Stanley,18
Stanly,24
Stanton,29
Stanwood,17
Stavro,15
Stavros,19
Stearn,25
Stearne,26
Stefan,13
Stefano,33
Steffen,25
Stephan,25
Stephanus,31
Stephen,22
Sterling,19
Stern,9
Sterne,21
Steve,29
Steven,18
Stevie,18
Stevy,19
Steward,4
Stewart,17
Stillman,14
Stillmann,29
Stinky,23
Stirling,33
Stu,22
Stuart,38
Sullivan,7
Sully,22
Sumner,15
Sunny,24
Sutherlan,12
Sutherland,21
Sutton,31
Sven,18
Svend,30
Swen,14
Syd,38
Sydney,24
Sylas,28
Sylvan,18
Sylvester,15
Syman,35
Symon,21
Tab,21
Tabb,21
Tabbie,23
Tabby,13
Taber,31
Tabor,21
Tad,15
Tadd,23
Taddeo,19
Taddeusz,20
Tadeas,15
Tadeo,15
Tades,11
Tadio,15
Tailor,19
Tait,20
Taite,33
Talbert,25
Talbot,24
Tallie,17
Tally,28
Tam,9
Tamas,26
Tammie,32
Tammy,12
Tan,18
Tann,37
Tanner,20
Tanney,21
Tannie,23
Tanny,28
Tarrance,21
Tate,24
Taylor,25
Teador,22
Ted,23
Tedd,28
Teddie,19
Teddy,16
Tedie,13
Tedman,22
Tedmund,25
Temp,17
Temple,26
Templeton,15
Teodoor,22
Teodor,16
Teodorico,26
Teodoro,15
Terence,15
Terencio,19
Terrance,20
Terrel,19
Terrell,25
Terrence,17
Terri,11
Terrill,20
Terry,26
Thacher,24
Thaddeus,20
Thaddus,26
Thadeus,12
Thain,13
Thaine,20
Thane,34
Thatch,33
Thatcher,11
Thaxter,17
Thayne,11
Thebault,24
Thedric,20
Thedrick,17
Theo,19
Theobald,21
Theodor,13
Theodore,29
Theodoric,25
Thibaud,31
Thibaut,18
Thom,14
Thoma,25
Thomas,21
Thor,25
Thorin,31
Thorn,21
Thorndike,12
Thornie,16
Thornton,16
Thorny,18
Thorpe,23
Thorstein,27
Thorsten,24
Thorvald,27
Thurstan,25
Thurston,17
Tibold,22
Tiebold,25
Tiebout,14
Tiler,29
Tim,25
Timmie,23
Timmy,32
Timofei,10
Timoteo,24
Timothee,19
Timotheus,21
Timothy,26
Tirrell,23
Tito,25
Titos,25
Titus,29
Tobe,28
Tobiah,24
Tobias,16
Tobie,18
Tobin,29
Tobit,31
Toby,15
Tod,28
Todd,22
Toddie,20
Toddy,20
Toiboid,17
Tom,20
Tomas,29
Tomaso,31
Tome,19
Tomkin,11
Tomlin,21
Tommie,15
Tommy,16
Tonnie,19
Tony,23
Tore,17
Torey,24
Torin,18
Torr,21
Torrance,25
Torre,15
Torrence,23
Torrey,27
Torrin,27
Torry,20
Town,22
Towney,23
Townie,21
Townsend,20
Towny,24
Trace,8
Tracey,24
Tracie,26
Tracy,36
Traver,27
Travers,28
Travis,25
Travus,11
Trefor,31
Tremain,31
Tremaine,29
Tremayne,27
Trent,20
Trenton,11
Trev,14
Trevar,30
Trever,22
Trevor,27
Trey,20
Trip,6
Tripp,21
Tris,25
Tristam,14
Tristan,23
Troy,20
Trstram,22
Trueman,25
Trumaine,14
Truman,22
Trumann,19
Tuck,27
Tucker,38
Tuckie,22
Tucky,9
Tudor,17
Tull,23
Tulley,27
Tully,21
Turner,7
Ty,25
Tybalt,11
Tye,20
Tyler,23
Tymon,23
Tymothy,25
Tynan,22
Tyrone,12
Tyrus,15
Tyson,9
Udale,19
Udall,22
Udell,11
Ugo,25
Ulberto,23
Ulick,27
Ulises,12
Ulric,28
Ulrich,25
Ulrick,17
Ulysses,27
Umberto,14
Upton,17
Urbain,4
Urban,12
Urbano,23
Urbanus,15
Uri,12
Uriah,19
Uriel,16
Urson,15
Vachel,26
Vaclav,31
Vail,20
Val,26
Valdemar,41
Vale,31
Valentijn,28
Valentin,23
Valentine,18
Valentino,25
Valle,19
Van,26
Vance,26
Vanya,17
Vasili,17
Vasilis,22
Vasily,19
Vassili,19
Vassily,29
Vaughan,10
Vaughn,33
Verge,36
Vergil,17
Vern,26
Verne,33
Vernen,14
Verney,26
Vernon,19
Vernor,24
Vic,20
Vick,11
Victoir,26
Victor,10
Vidovic,26
Vidovik,14
Vin,30
Vince,22
Vincent,23
Vincents,15
Vincenty,26
Vincenz,24
Vinnie,20
Vinny,22
Vinson,17
Virge,27
Virgie,26
Virgil,26
Virgilio,23
Vite,16
Vito,17
Vittorio,21
Vlad,19
Vladamir,24
Vladimir,18
Von,22
Wade,16
Wadsworth,23
Wain,32
Wainwright,27
Wait,20
Waite,17
Waiter,28
Wake,19
Wakefield,17
Wald,34
Waldemar,16
Walden,14
Waldo,21
Waldon,21
Walker,21
Wallace,26
Wallache,20
Wallas,19
Wallie,8
Wallis,24
Wally,24
Walsh,16
Walt,15
Walther,18
Walton,21
Wang,16
Ward,27
Warde,24
Warden,24
Ware,24
Waring,22
Warner,27
Warren,15
Wash,19
Washington,15
Wat,13
Waverley,32
Waverly,8
Way,10
Waylan,23
Wayland,27
Waylen,26
Waylin,33
Waylon,20
Wayne,17
Web,24
Webb,15
Weber,13
Webster,19
Weidar,21
Weider,19
Welbie,34
Welby,26
Welch,21
Wells,21
Welsh,23
Wendall,20
Wendel,23
Wendell,21
Werner,16
Wernher,14
Wes,29
Wesley,21
West,25
Westbrook,10
Westbrooke,29
Westleigh,18
Westley,17
Weston,31
Weylin,14
Wheeler,22
Whit,17
Whitaker,17
Whitby,22
Whitman,5
Whitney,25
Whittaker,16
Wiatt,11
Wilbert,18
Wilbur,31
Wilburt,21
Wilden,14
Wildon,18
Wilek,15
Wiley,25
Wilfred,24
Wilfrid,22
Wilhelm,30
Will,21
Willard,12
Willdon,24
Willem,28
Willey,12
Willi,36
William,9
Willie,21
Willis,14
Willy,35
Wilmar,10
Wilmer,24
Wilt,16
Wilton,17
Win,23
Windham,17
Winfield,38
Winfred,30
Winifield,24
Winn,28
Winnie,27
Winny,18
Winslow,31
Winston,24
Winthrop,19
Wit,19
Wittie,23
Witty,18
Wolf,31
Wolfgang,30
Wolfie,29
Wolfy,32
Wood,24
Woodie,24
Woodman,23
Woodrow,19
Woody,15
Worden,20
Worth,27
Worthington,32
Worthy,16
Wright,28
Wyatan,19
Wyatt,18
Wye,21
Wylie,15
Wyn,20
Wyndham,17
Wynn,16
Xavier,20
Xenos,15
Xerxes,14
Xever,16
Ximenes,21
Ximenez,33
Xymenes,12
Yale,39
Yanaton,27
Yance,1
Yancey,29
Yancy,10
Yank,13
Yankee,11
Yard,31
Yardley,16
Yehudi,9
Yehudit,13
Yorgo,25
Yorgos,20
York,27
Yorke,25
Yorker,21
Yul,15
Yule,16
Yulma,31
Yuma,18
Yuri,26
Yurik,25
Yves,15
Yvon,16
Yvor,31
Zaccaria,36
Zach,28
Zacharia,2
Zachariah,20
Zacharias,20
Zacharie,19
Zachary,21
Zacherie,26
Zachery,28
Zack,13
Zackariah,16
Zak,27
Zane,20
Zared,23
Zeb,19
Zebadiah,20
Zebedee,22
Zebulen,34
Zebulon,30
Zechariah,18
Zed,20
Zedekiah,31
Zeke,12
Zelig,18
Zerk,16
Zollie,14
Zolly,20
