name,sex
Gloriana,F
Gloriane,F
Glory,F
Glyn,F
Glynda,F
Glynis,F
Glynnis,F
Gnni,F
Godiva,F
Golda,F
Goldarina,F
Goldi,F
Goldia,F
Goldie,F
Goldina,F
Goldy,F
Grace,F
Gracia,F
Gracie,F
Grata,F
Gratia,F
Gratiana,F
Gray,F
Grayce,F
Grazia,F
Greer,F
Greta,F
Gretal,F
Gretchen,F
Grete,F
Gretel,F
Grethel,F
Gretna,F
Gretta,F
Grier,F
Griselda,F
Grissel,F
Guendolen,F
Guenevere,F
Guenna,F
Guglielma,F
Gui,F
Guillema,F
Guillemette,F
Guinevere,F
Guinna,F
Gunilla,F
Gus,F
Gusella,F
Gussi,F
Gussie,F
Gussy,F
Gusta,F
Gusti,F
Gustie,F
Gusty,F
Gwen,F
Gwendolen,F
Gwendolin,F
Gwendolyn,F
Gweneth,F
Gwenette,F
Gwenneth,F
Gwenni,F
Gwennie,F
Gwenny,F
Gwenora,F
Gwenore,F
Gwyn,F
Gwyneth,F
Gwynne,F
Gypsy,F
Hadria,F
Hailee,F
Haily,F
Haleigh,F
Halette,F
Haley,F
Hali,F
Halie,F
Halimeda,F
Halley,F
Halli,F
Hallie,F
Hally,F
Hana,F
Hanna,F
Hannah,F
Hanni,F
Hannie,F
Hannis,F
Hanny,F
Happy,F
Harlene,F
Harley,F
Harli,F
Harlie,F
Harmonia,F
Harmonie,F
Harmony,F
Harri,F
Harrie,F
Harriet,F
Harriett,F
Harrietta,F
Harriette,F
Harriot,F
Harriott,F
Hatti,F
Hattie,F
Hatty,F
Hayley,F
Hazel,F
Heath,F
Heather,F
Heda,F
Hedda,F
Heddi,F
Heddie,F
Hedi,F
Hedvig,F
Hedvige,F
Hedwig,F
Hedwiga,F
Hedy,F
Heida,F
Heidi,F
Heidie,F
Helaina,F
Helaine,F
Helen,F
Helen-elizabeth,F
Helena,F
Helene,F
Helenelizabeth,F
Helenka,F
Helga,F
Helge,F
Helli,F
Heloise,F
Helsa,F
Helyn,F
Hendrika,F
Henka,F
Henrie,F
Henrieta,F
Henrietta,F
Henriette,F
Henryetta,F
Hephzibah,F
Hermia,F
Hermina,F
Hermine,F
Herminia,F
Hermione,F
Herta,F
Hertha,F
Hester,F
Hesther,F
Hestia,F
Hetti,F
Hettie,F
Hetty,F
Hilary,F
Hilda,F
Hildagard,F
Hildagarde,F
Hilde,F
Hildegaard,F
Hildegarde,F
Hildy,F
Hillary,F
Hilliary,F
Hinda,F
Holli,F
Hollie,F
Holly,F
Holly-anne,F
Hollyanne,F
Honey,F
Honor,F
Honoria,F
Hope,F
Horatia,F
Hortense,F
Hortensia,F
Hulda,F
Hyacinth,F
Hyacintha,F
Hyacinthe,F
Hyacinthia,F
Hyacinthie,F
Hynda,F
Ianthe,F
Ibbie,F
Ibby,F
Ida,F
Idalia,F
Idalina,F
Idaline,F
Idell,F
Idelle,F
Idette,F
Ileana,F
Ileane,F
Ilene,F
Ilise,F
Ilka,F
Illa,F
Ilsa,F
Ilse,F
Ilysa,F
Ilyse,F
Ilyssa,F
Imelda,F
Imogen,F
Imogene,F
Imojean,F
Ina,F
Indira,F
Ines,F
Inesita,F
Inessa,F
Inez,F
Inga,F
Ingaberg,F
Ingaborg,F
Inge,F
Ingeberg,F
Ingeborg,F
Inger,F
Ingrid,F
Ingunna,F
Inna,F
Iolande,F
Iolanthe,F
Iona,F
Iormina,F
Ira,F
Irena,F
Irene,F
Irina,F
Iris,F
Irita,F
Irma,F
Isa,F
Isabeau,F
Isabel,F
Isabelita,F
Isabella,F
Isabelle,F
Isadora,F
Isahella,F
Iseabal,F
Isidora,F
Isis,F
Isobel,F
Issi,F
Issie,F
Issy,F
Ivett,F
Ivette,F
Ivie,F
Ivonne,F
Ivory,F
Ivy,F
Izabel,F
Jacenta,F
Jacinda,F
Jacinta,F
Jacintha,F
Jacinthe,F
Jackelyn,F
Jacki,F
Jackie,F
Jacklin,F
Jacklyn,F
Jackquelin,F
Jackqueline,F
Jacky,F
Jaclin,F
Jaclyn,F
Jacquelin,F
Jacqueline,F
Jacquelyn,F
Jacquelynn,F
Jacquenetta,F
Jacquenette,F
Jacquetta,F
Jacquette,F
Jacqui,F
Jacquie,F
Jacynth,F
Jada,F
Jade,F
Jaime,F
Jaimie,F
Jaine,F
Jami,F
Jamie,F
Jamima,F
Jammie,F
Jan,F
Jana,F
Janaya,F
Janaye,F
Jandy,F
Jane,F
Janean,F
Janeczka,F
Janeen,F
Janel,F
Janela,F
Janella,F
Janelle,F
Janene,F
Janenna,F
Janessa,F
Janet,F
Janeta,F
Janetta,F
Janette,F
Janeva,F
Janey,F
Jania,F
Janice,F
Janie,F
Janifer,F
Janina,F
Janine,F
Janis,F
Janith,F
Janka,F
Janna,F
Jannel,F
Jannelle,F
Janot,F
Jany,F
Jaquelin,F
Jaquelyn,F
Jaquenetta,F
Jaquenette,F
Jaquith,F
Jasmin,F
Jasmina,F
Jasmine,F
Jayme,F
Jaymee,F
Jayne,F
Jaynell,F
Jazmin,F
Jean,F
Jeana,F
Jeane,F
Jeanelle,F
Jeanette,F
Jeanie,F
Jeanine,F
Jeanna,F
Jeanne,F
Jeannette,F
Jeannie,F
Jeannine,F
Jehanna,F
Jelene,F
Jemie,F
Jemima,F
Jemimah,F
Jemmie,F
Jemmy,F
Jen,F
Jena,F
Jenda,F
Jenelle,F
Jeni,F
Jenica,F
Jeniece,F
Jenifer,F
Jeniffer,F
Jenilee,F
Jenine,F
Jenn,F
Jenna,F
Jennee,F
Jennette,F
Jenni,F
Jennica,F
Jennie,F
Jennifer,F
Jennilee,F
Jennine,F
Jenny,F
Jeralee,F
Jere,F
Jeri,F
Jermaine,F
Jerrie,F
Jerrilee,F
Jerrilyn,F
Jerrine,F
Jerry,F
Jerrylee,F
Jess,F
Jessa,F
Jessalin,F
Jessalyn,F
Jessamine,F
Jessamyn,F
Jesse,F
Jesselyn,F
Jessi,F
Jessica,F
Jessie,F
Jessika,F
Jessy,F
Jewel,F
Jewell,F
Jewelle,F
Jill,F
Jillana,F
Jillane,F
Jillayne,F
Jilleen,F
Jillene,F
Jilli,F
Jillian,F
Jillie,F
Jilly,F
Jinny,F
Jo,F
Jo ann,F
Jo-ann,F
Jo-anne,F
Joan,F
Joana,F
Joane,F
Joanie,F
Joann,F
Joanna,F
Joanne,F
Joannes,F
Jobey,F
Jobi,F
Jobie,F
Jobina,F
Joby,F
Jobye,F
Jobyna,F
Jocelin,F
Joceline,F
Jocelyn,F
Jocelyne,F
Jodee,F
Jodi,F
Jodie,F
Jody,F
Joeann,F
Joela,F
Joelie,F
Joell,F
Joella,F
Joelle,F
Joellen,F
Joelly,F
Joellyn,F
Joelynn,F
Joete,F
Joey,F
Johanna,F
Johannah,F
Johna,F
Johnath,F
Johnette,F
Johnna,F
Joice,F
Jojo,F
Jolee,F
Joleen,F
Jolene,F
Joletta,F
Joli,F
Jolie,F
Joline,F
Joly,F
Jolyn,F
Jolynn,F
Jonell,F
Joni,F
Jonie,F
Jonis,F
Jordain,F
Jordan,F
Jordana,F
Jordanna,F
Jorey,F
Jori,F
Jorie,F
Jorrie,F
Jorry,F
Joscelin,F
Josee,F
Josefa,F
Josefina,F
Josepha,F
Josephina,F
Josephine,F
Josey,F
Josi,F
Josie,F
Josselyn,F
Josy,F
Jourdan,F
Joy,F
Joya,F
Joyan,F
Joyann,F
Joyce,F
Joycelin,F
Joye,F
Joyous,F
Jsandye,F
Juana,F
Juanita,F
Judi,F
Judie,F
Judith,F
Juditha,F
Judy,F
Judye,F
Juieta,F
Julee,F
Juli,F
Julia,F
Juliana,F
Juliane,F
Juliann,F
Julianna,F
Julianne,F
Julie,F
Julienne,F
Juliet,F
Julieta,F
Julietta,F
Juliette,F
Julina,F
Juline,F
Julissa,F
Julita,F
June,F
Junette,F
Junia,F
Junie,F
Junina,F
Justina,F
Justine,F
Justinn,F
Jyoti,F
Kacey,F
Kacie,F
Kacy,F
Kaela,F
Kai,F
Kaia,F
Kaila,F
Kaile,F
Kailey,F
Kaitlin,F
Kaitlyn,F
Kaitlynn,F
Kaja,F
Kakalina,F
Kala,F
Kaleena,F
Kali,F
Kalie,F
Kalila,F
Kalina,F
Kalinda,F
Kalindi,F
Kalli,F
Kally,F
Kameko,F
Kamila,F
Kamilah,F
Kamillah,F
Kandace,F
Kandy,F
Kania,F
Kanya,F
Kara,F
Kara-lynn,F
Karalee,F
Karalynn,F
Kare,F
Karee,F
Karel,F
Karen,F
Karena,F
Kari,F
Karia,F
Karie,F
Karil,F
Karilynn,F
Karin,F
Karina,F
Karine,F
Kariotta,F
Karisa,F
Karissa,F
Karita,F
Karla,F
Karlee,F
Karleen,F
Karlen,F
Karlene,F
Karlie,F
Karlotta,F
Karlotte,F
Karly,F
Karlyn,F
Karmen,F
Karna,F
Karol,F
Karola,F
Karole,F
Karolina,F
Karoline,F
Karoly,F
Karon,F
Karrah,F
Karrie,F
Karry,F
Kary,F
Karyl,F
Karylin,F
Karyn,F
Kasey,F
Kass,F
Kassandra,F
Kassey,F
Kassi,F
Kassia,F
Kassie,F
Kat,F
Kata,F
Katalin,F
Kate,F
Katee,F
Katerina,F
Katerine,F
Katey,F
Kath,F
Katha,F
Katharina,F
Katharine,F
Katharyn,F
Kathe,F
Katherina,F
Katherine,F
Katheryn,F
Kathi,F
Kathie,F
Kathleen,F
Kathlin,F
Kathrine,F
Kathryn,F
Kathryne,F
Kathy,F
Kathye,F
Kati,F
Katie,F
Katina,F
Katine,F
Katinka,F
Katleen,F
Katlin,F
Katrina,F
Katrine,F
Katrinka,F
Katti,F
Kattie,F
Katuscha,F
Katusha,F
Katy,F
Katya,F
Kay,F
Kaycee,F
Kaye,F
Kayla,F
Kayle,F
Kaylee,F
Kayley,F
Kaylil,F
Kaylyn,F
Keeley,F
Keelia,F
Keely,F
Kelcey,F
Kelci,F
Kelcie,F
Kelcy,F
Kelila,F
Kellen,F
Kelley,F
Kelli,F
Kellia,F
Kellie,F
Kellina,F
Kellsie,F
Kelly,F
Kellyann,F
Kelsey,F
Kelsi,F
Kelsy,F
Kendra,F
Kendre,F
Kenna,F
Keri,F
Keriann,F
Kerianne,F
Kerri,F
Kerrie,F
Kerrill,F
Kerrin,F
Kerry,F
Kerstin,F
Kesley,F
Keslie,F
Kessia,F
Kessiah,F
Ketti,F
Kettie,F
Ketty,F
Kevina,F
Kevyn,F
Ki,F
Kiah,F
Kial,F
Kiele,F
Kiersten,F
Kikelia,F
Kiley,F
Kim,F
Kimberlee,F
Kimberley,F
Kimberli,F
Kimberly,F
Kimberlyn,F
Kimbra,F
Kimmi,F
Kimmie,F
Kimmy,F
Kinna,F
Kip,F
Kipp,F
Kippie,F
Kippy,F
Kira,F
Kirbee,F
Kirbie,F
Kirby,F
Kiri,F
Kirsten,F
Kirsteni,F
Kirsti,F
Kirstin,F
Kirstyn,F
Kissee,F
Kissiah,F
Kissie,F
Kit,F
Kitti,F
Kittie,F
Kitty,F
Kizzee,F
Kizzie,F
Klara,F
Klarika,F
Klarrisa,F
Konstance,F
Konstanze,F
Koo,F
Kora,F
Koral,F
Koralle,F
Kordula,F
Kore,F
Korella,F
Koren,F
Koressa,F
Kori,F
Korie,F
Korney,F
Korrie,F
Korry,F
Kris,F
Krissie,F
Krissy,F
Krista,F
Kristal,F
Kristan,F
Kriste,F
Kristel,F
Kristen,F
Kristi,F
Kristien,F
Kristin,F
Kristina,F
Kristine,F
Kristy,F
Kristyn,F
Krysta,F
Krystal,F
Krystalle,F
Krystle,F
Krystyna,F
Kyla,F
Kyle,F
Kylen,F
Kylie,F
Kylila,F
Kylynn,F
Kym,F
Kynthia,F
Kyrstin,F
L;urette,F
La verne,F
Lacee,F
Lacey,F
Lacie,F
Lacy,F
Ladonna,F
Laetitia,F
Laina,F
Lainey,F
Lana,F
Lanae,F
Lane,F
Lanette,F
Laney,F
Lani,F
Lanie,F
Lanita,F
Lanna,F
Lanni,F
Lanny,F
Lara,F
Laraine,F
Lari,F
Larina,F
Larine,F
Larisa,F
Larissa,F
Lark,F
Laryssa,F
Latashia,F
Latia,F
Latisha,F
Latrena,F
Latrina,F
Laura,F
Lauraine,F
Laural,F
Lauralee,F
Laure,F
Lauree,F
Laureen,F
Laurel,F
Laurella,F
Lauren,F
Laurena,F
Laurene,F
Lauretta,F
Laurette,F
Lauri,F
Laurianne,F
Laurice,F
Laurie,F
Lauryn,F
Lavena,F
Laverna,F
Laverne,F
Lavina,F
Lavinia,F
Lavinie,F
Layla,F
Layne,F
Layney,F
Lea,F
Leah,F
Leandra,F
Leann,F
Leanna,F
Leanor,F
Leanora,F
Lebbie,F
Leda,F
Lee,F
Leeann,F
Leeanne,F
Leela,F
Leelah,F
Leena,F
Leesa,F
Leese,F
Legra,F
Leia,F
Leigh,F
Leigha,F
Leila,F
Leilah,F
Leisha,F
Lela,F
Lelah,F
Leland,F
Lelia,F
Lena,F
Lenee,F
Lenette,F
Lenka,F
Lenna,F
Lenora,F
Lenore,F
Leodora,F
Leoine,F
Leola,F
Leoline,F
Leona,F
Leonanie,F
Leone,F
Leonelle,F
Leonie,F
Leonora,F
Leonore,F
Leontine,F
Leontyne,F
Leora,F
Leshia,F
Lesley,F
Lesli,F
Leslie,F
Lesly,F
Lesya,F
Leta,F
Lethia,F
Leticia,F
Letisha,F
Letitia,F
Letizia,F
Letta,F
Letti,F
Lettie,F
Letty,F
Lexi,F
Lexie,F
Lexine,F
Lexis,F
Lexy,F
Leyla,F
Lezlie,F
Lia,F
Lian,F
Liana,F
Liane,F
Lianna,F
Lianne,F
Lib,F
Libbey,F
Libbi,F
Libbie,F
Libby,F
Licha,F
Lida,F
Lidia,F
Liesa,F
Lil,F
Lila,F
Lilah,F
Lilas,F
Lilia,F
Lilian,F
Liliane,F
Lilias,F
Lilith,F
Lilla,F
Lilli,F
Lillian,F
Lillis,F
Lilllie,F
Lilly,F
Lily,F
Lilyan,F
Lin,F
Lina,F
Lind,F
Linda,F
Lindi,F
Lindie,F
Lindsay,F
Lindsey,F
Lindsy,F
Lindy,F
Linea,F
Linell,F
Linet,F
Linette,F
Linn,F
Linnea,F
Linnell,F
Linnet,F
Linnie,F
Linzy,F
Lira,F
Lisa,F
Lisabeth,F
Lisbeth,F
Lise,F
Lisetta,F
Lisette,F
Lisha,F
Lishe,F
Lissa,F
Lissi,F
Lissie,F
Lissy,F
Lita,F
Liuka,F
Liv,F
Liva,F
Livia,F
Livvie,F
Livvy,F
Livvyy,F
Livy,F
Liz,F
Liza,F
Lizabeth,F
Lizbeth,F
Lizette,F
Lizzie,F
Lizzy,F
Loella,F
Lois,F
Loise,F
Lola,F
Loleta,F
Lolita,F
Lolly,F
Lona,F
Lonee,F
Loni,F
Lonna,F
Lonni,F
Lonnie,F
Lora,F
Lorain,F
Loraine,F
Loralee,F
Loralie,F
Loralyn,F
Loree,F
Loreen,F
Lorelei,F
Lorelle,F
Loren,F
Lorena,F
Lorene,F
Lorenza,F
Loretta,F
Lorettalorna,F
Lorette,F
Lori,F
Loria,F
Lorianna,F
Lorianne,F
Lorie,F
Lorilee,F
Lorilyn,F
Lorinda,F
Lorine,F
Lorita,F
Lorna,F
Lorne,F
Lorraine,F
Lorrayne,F
Lorri,F
Lorrie,F
Lorrin,F
Lorry,F
Lory,F
Lotta,F
Lotte,F
Lotti,F
Lottie,F
Lotty,F
Lou,F
Louella,F
Louisa,F
Louise,F
Louisette,F
Loutitia,F
Lu,F
Luce,F
Luci,F
Lucia,F
Luciana,F
Lucie,F
Lucienne,F
Lucila,F
Lucilia,F
Lucille,F
Lucina,F
Lucinda,F
Lucine,F
Lucita,F
Lucky,F
Lucretia,F
Lucy,F
Ludovika,F
Luella,F
Luelle,F
Luisa,F
Luise,F
Lula,F
Lulita,F
Lulu,F
Lura,F
Lurette,F
Lurleen,F
Lurlene,F
Lurline,F
Lusa,F
Luz,F
Lyda,F
Lydia,F
Lydie,F
Lyn,F
Lynda,F
Lynde,F
Lyndel,F
Lyndell,F
Lyndsay,F
Lyndsey,F
Lyndsie,F
Lyndy,F
Lynea,F
Lynelle,F
Lynett,F
Lynette,F
Lynn,F
Lynna,F
Lynne,F
Lynnea,F
Lynnell,F
Lynnelle,F
Lynnet,F
Lynnett,F
Lynnette,F
Lynsey,F
Lyssa,F
Mab,F
Mabel,F
Mabelle,F
Mable,F
Mada,F
Madalena,F
Madalyn,F
Maddalena,F
Maddi,F
Maddie,F
Maddy,F
Madel,F
Madelaine,F
Madeleine,F
Madelena,F
Madelene,F
Madelin,F
Madelina,F
Madeline,F
Madella,F
Madelle,F
Madelon,F
Madelyn,F
Madge,F
Madlen,F
Madlin,F
Madonna,F
Mady,F
Mae,F
Maegan,F
Mag,F
Magda,F
Magdaia,F
Magdalen,F
Magdalena,F
Magdalene,F
Maggee,F
Maggi,F
Maggie,F
Maggy,F
Mahala,F
Mahalia,F
Maia,F
Maible,F
Maiga,F
Maighdiln,F
Mair,F
Maire,F
Maisey,F
Maisie,F
Maitilde,F
Mala,F
Malanie,F
Malena,F
Malia,F
Malina,F
Malinda,F
Malinde,F
Malissa,F
Malissia,F
Mallissa,F
Mallorie,F
Mallory,F
Malorie,F
Malory,F
Malva,F
Malvina,F
Malynda,F
Mame,F
Mamie,F
Manda,F
Mandi,F
Mandie,F
Mandy,F
Manon,F
Manya,F
Mara,F
Marabel,F
Marcela,F
Marcelia,F
Marcella,F
Marcelle,F
Marcellina,F
Marcelline,F
Marchelle,F
Marci,F
Marcia,F
Marcie,F
Marcile,F
Marcille,F
Marcy,F
Mareah,F
Maren,F
Marena,F
Maressa,F
Marga,F
Margalit,F
Margalo,F
Margaret,F
Margareta,F
Margarete,F
Margaretha,F
Margarethe,F
Margaretta,F
Margarette,F
Margarita,F
Margaux,F
Marge,F
Margeaux,F
Margery,F
Marget,F
Margette,F
Margi,F
Margie,F
Margit,F
Margo,F
Margot,F
Margret,F
Marguerite,F
Margy,F
Mari,F
Maria,F
Mariam,F
Marian,F
Mariana,F
Mariann,F
Marianna,F
Marianne,F
Maribel,F
Maribelle,F
Maribeth,F
Marice,F
Maridel,F
Marie,F
Marie-ann,F
Marie-jeanne,F
Marieann,F
Mariejeanne,F
Mariel,F
Mariele,F
Marielle,F
Mariellen,F
Marietta,F
Mariette,F
Marigold,F
Marijo,F
Marika,F
Marilee,F
Marilin,F
Marillin,F
Marilyn,F
Marin,F
Marina,F
Marinna,F
Marion,F
Mariquilla,F
Maris,F
Marisa,F
Mariska,F
Marissa,F
Marita,F
Maritsa,F
Mariya,F
Marj,F
Marja,F
Marje,F
Marji,F
Marjie,F
Marjorie,F
Marjory,F
Marjy,F
Marketa,F
Marla,F
Marlane,F
Marleah,F
Marlee,F
Marleen,F
Marlena,F
Marlene,F
Marley,F
Marlie,F
Marline,F
Marlo,F
Marlyn,F
Marna,F
Marne,F
Marney,F
Marni,F
Marnia,F
Marnie,F
Marquita,F
Marrilee,F
Marris,F
Marrissa,F
Marsha,F
Marsiella,F
Marta,F
Martelle,F
Martguerita,F
Martha,F
Marthe,F
Marthena,F
Marti,F
Martica,F
Martie,F
Martina,F
Martita,F
Marty,F
Martynne,F
Mary,F
Marya,F
Maryann,F
Maryanna,F
Maryanne,F
Marybelle,F
Marybeth,F
Maryellen,F
Maryjane,F
Maryjo,F
Maryl,F
Marylee,F
Marylin,F
Marylinda,F
Marylou,F
Marylynne,F
Maryrose,F
Marys,F
Marysa,F
Masha,F
Matelda,F
Mathilda,F
Mathilde,F
Matilda,F
Matilde,F
Matti,F
Mattie,F
Matty,F
Maud,F
Maude,F
Maudie,F
Maura,F
Maure,F
Maureen,F
Maureene,F
Maurene,F
Maurine,F
Maurise,F
Maurita,F
Maurizia,F
Mavis,F
Mavra,F
Max,F
Maxi,F
Maxie,F
Maxine,F
Maxy,F
May,F
Maybelle,F
Maye,F
Mead,F
Meade,F
Meagan,F
Meaghan,F
Meara,F
Mechelle,F
Meg,F
Megan,F
Megen,F
Meggi,F
Meggie,F
Meggy,F
Meghan,F
Meghann,F
Mehetabel,F
Mei,F
Mel,F
Mela,F
Melamie,F
Melania,F
Melanie,F
Melantha,F
Melany,F
Melba,F
Melesa,F
Melessa,F
Melicent,F
Melina,F
Melinda,F
Melinde,F
Melisa,F
Melisande,F
Melisandra,F
Melisenda,F
Melisent,F
Melissa,F
Melisse,F
Melita,F
Melitta,F
Mella,F
Melli,F
Mellicent,F
Mellie,F
Mellisa,F
Mellisent,F
Melloney,F
Melly,F
Melodee,F
Melodie,F
Melody,F
Melonie,F
Melony,F
Melosa,F
Melva,F
Mercedes,F
Merci,F
Mercie,F
Mercy,F
Meredith,F
Meredithe,F
Meridel,F
Meridith,F
Meriel,F
Merilee,F
Merilyn,F
Meris,F
Merissa,F
Merl,F
Merla,F
Merle,F
Merlina,F
Merline,F
Merna,F
Merola,F
Merralee,F
Merridie,F
Merrie,F
Merrielle,F
Merrile,F
Merrilee,F
Merrili,F
Merrill,F
Merrily,F
Merry,F
Mersey,F
Meryl,F
Meta,F
Mia,F
Micaela,F
Michaela,F
Michaelina,F
Michaeline,F
Michaella,F
Michal,F
Michel,F
Michele,F
Michelina,F
Micheline,F
Michell,F
Michelle,F
Micki,F
Mickie,F
Micky,F
Midge,F
Mignon,F
Mignonne,F
Miguela,F
Miguelita,F
Mikaela,F
Mil,F
Mildred,F
Mildrid,F
Milena,F
Milicent,F
Milissent,F
Milka,F
Milli,F
Millicent,F
Millie,F
Millisent,F
Milly,F
Milzie,F
Mimi,F
Min,F
Mina,F
Minda,F
Mindy,F
Minerva,F
Minetta,F
Minette,F
Minna,F
Minnaminnie,F
Minne,F
Minni,F
Minnie,F
Minnnie,F
Minny,F
Minta,F
Miof mela,F
Miquela,F
Mira,F
Mirabel,F
Mirabella,F
Mirabelle,F
Miran,F
Miranda,F
Mireielle,F
Mireille,F
Mirella,F
Mirelle,F
Miriam,F
Mirilla,F
Mirna,F
Misha,F
Missie,F
Missy,F
Misti,F
Misty,F
Mitzi,F
Modesta,F
Modestia,F
Modestine,F
Modesty,F
Moina,F
Moira,F
Moll,F
Mollee,F
Molli,F
Mollie,F
Molly,F
Mommy,F
Mona,F
Monah,F
Monica,F
Monika,F
Monique,F
Mora,F
Moreen,F
Morena,F
Morgan,F
Morgana,F
Morganica,F
Morganne,F
Morgen,F
Moria,F
Morissa,F
Morna,F
Moselle,F
Moyna,F
Moyra,F
Mozelle,F
Muffin,F
Mufi,F
Mufinella,F
Muire,F
Mureil,F
Murial,F
Muriel,F
Murielle,F
Myra,F
Myrah,F
Myranda,F
Myriam,F
Myrilla,F
Myrle,F
Myrlene,F
Myrna,F
Myrta,F
Myrtia,F
Myrtice,F
Myrtie,F
Myrtle,F
Nada,F
Nadean,F
Nadeen,F
Nadia,F
Nadine,F
Nadiya,F
Nady,F
Nadya,F
Nalani,F
Nan,F
Nana,F
Nananne,F
Nance,F
Nancee,F
Nancey,F
Nanci,F
Nancie,F
Nancy,F
Nanete,F
Nanette,F
Nani,F
Nanice,F
Nanine,F
Nannette,F
Nanni,F
Nannie,F
Nanny,F
Nanon,F
Naoma,F
Naomi,F
Nara,F
Nari,F
Nariko,F
Nat,F
Nata,F
Natala,F
Natalee,F
Natalie,F
Natalina,F
Nataline,F
Natalya,F
Natasha,F
Natassia,F
Nathalia,F
Nathalie,F
Natividad,F
Natka,F
Natty,F
Neala,F
Neda,F
Nedda,F
Nedi,F
Neely,F
Neila,F
Neile,F
Neilla,F
Neille,F
Nelia,F
Nelie,F
Nell,F
Nelle,F
Nelli,F
Nellie,F
Nelly,F
Nerissa,F
Nerita,F
Nert,F
Nerta,F
Nerte,F
Nerti,F
Nertie,F
Nerty,F
Nessa,F
Nessi,F
Nessie,F
Nessy,F
Nesta,F
Netta,F
Netti,F
Nettie,F
Nettle,F
Netty,F
Nevsa,F
Neysa,F
Nichol,F
Nichole,F
Nicholle,F
Nicki,F
Nickie,F
Nicky,F
Nicol,F
Nicola,F
Nicole,F
Nicolea,F
Nicolette,F
Nicoli,F
Nicolina,F
Nicoline,F
Nicolle,F
Nikaniki,F
Nike,F
Niki,F
Nikki,F
Nikkie,F
Nikoletta,F
Nikolia,F
Nina,F
Ninetta,F
Ninette,F
Ninnetta,F
Ninnette,F
Ninon,F
Nissa,F
Nisse,F
Nissie,F
Nissy,F
Nita,F
Nixie,F
Noami,F
Noel,F
Noelani,F
Noell,F
Noella,F
Noelle,F
Noellyn,F
Noelyn,F
Noemi,F
Nola,F
Nolana,F
Nolie,F
Nollie,F
Nomi,F
Nona,F
Nonah,F
Noni,F
Nonie,F
Nonna,F
Nonnah,F
Nora,F
Norah,F
Norean,F
Noreen,F
Norene,F
Norina,F
Norine,F
Norma,F
Norri,F
Norrie,F
Norry,F
Novelia,F
Nydia,F
Nyssa,F
Octavia,F
Odele,F
Odelia,F
Odelinda,F
Odella,F
Odelle,F
Odessa,F
Odetta,F
Odette,F
Odilia,F
Odille,F
Ofelia,F
Ofella,F
Ofilia,F
Ola,F
Olenka,F
Olga,F
Olia,F
Olimpia,F
Olive,F
Olivette,F
Olivia,F
Olivie,F
Oliy,F
Ollie,F
Olly,F
Olva,F
Olwen,F
Olympe,F
Olympia,F
Olympie,F
Ondrea,F
Oneida,F
Onida,F
Oona,F
Opal,F
Opalina,F
Opaline,F
Ophelia,F
Ophelie,F
Ora,F
Oralee,F
Oralia,F
Oralie,F
Oralla,F
Oralle,F
Orel,F
Orelee,F
Orelia,F
Orelie,F
Orella,F
Orelle,F
Oriana,F
Orly,F
Orsa,F
Orsola,F
Ortensia,F
Otha,F
Othelia,F
Othella,F
Othilia,F
Othilie,F
Ottilie,F
Page,F
Paige,F
Paloma,F
Pam,F
Pamela,F
Pamelina,F
Pamella,F
Pammi,F
Pammie,F
Pammy,F
Pandora,F
Pansie,F
Pansy,F
Paola,F
Paolina,F
Papagena,F
Pat,F
Patience,F
Patrica,F
Patrice,F
Patricia,F
Patrizia,F
Patsy,F
Patti,F
Pattie,F
Patty,F
Paula,F
Paule,F
Pauletta,F
Paulette,F
Pauli,F
Paulie,F
Paulina,F
Pauline,F
Paulita,F
Pauly,F
Pavia,F
Pavla,F
Pearl,F
Pearla,F
Pearle,F
Pearline,F
Peg,F
Pegeen,F
Peggi,F
Peggie,F
Peggy,F
Pen,F
Penelopa,F
Penelope,F
Penni,F
Pennie,F
Penny,F
Pepi,F
Pepita,F
Peri,F
Peria,F
Perl,F
Perla,F
Perle,F
Perri,F
Perrine,F
Perry,F
Persis,F
Pet,F
Peta,F
Petra,F
Petrina,F
Petronella,F
Petronia,F
Petronilla,F
Petronille,F
Petunia,F
Phaedra,F
Phaidra,F
Phebe,F
Phedra,F
Phelia,F
Phil,F
Philipa,F
Philippa,F
Philippe,F
Philippine,F
Philis,F
Phillida,F
Phillie,F
Phillis,F
Philly,F
Philomena,F
Phoebe,F
Phylis,F
Phyllida,F
Phyllis,F
Phyllys,F
Phylys,F
Pia,F
Pier,F
Pierette,F
Pierrette,F
Pietra,F
Piper,F
Pippa,F
Pippy,F
Polly,F
Pollyanna,F
Pooh,F
Poppy,F
Portia,F
Pris,F
Prisca,F
Priscella,F
Priscilla,F
Prissie,F
Pru,F
Prudence,F
Prudi,F
Prudy,F
Prue,F
Queenie,F
Quentin,F
Querida,F
Quinn,F
Quinta,F
Quintana,F
Quintilla,F
Quintina,F
Rachael,F
Rachel,F
Rachele,F
Rachelle,F
Rae,F
Raeann,F
Raf,F
Rafa,F
Rafaela,F
Rafaelia,F
Rafaelita,F
Rahal,F
Rahel,F
Raina,F
Raine,F
Rakel,F
Ralina,F
Ramona,F
Ramonda,F
Rana,F
Randa,F
Randee,F
Randene,F
Randi,F
Randie,F
Randy,F
Ranee,F
Rani,F
Rania,F
Ranice,F
